Time,shadower,hero,adele,ark,bishop,archmage_fp
641,2.512467674878453E12,1.659717884309085E12,1.9198215169842585E12,3.222907318813444E12,1.7364837849532498E12,2.960538950658206E12
642,2.546577117264355E12,1.5138174639877913E12,1.9373089240084316E12,3.2363692635646597E12,1.6707805052561565E12,2.9676859174533184E12
643,2.5704537269344863E12,1.5251350769940146E12,1.9939594870101973E12,3.2498312083158755E12,1.706482025999149E12,2.9712539822355264E12
644,2.4281746210043394E12,1.559087916012685E12,2.009689384389107E12,3.29256188814829E12,1.7421835467421414E12,2.975685101648496E12
645,2.428318886159292E12,1.5689600892794077E12,2.0254192817680166E12,3.209445374062228E12,1.7778850674851338E12,3.0272969045179326E12
646,2.456666882707195E12,1.580277702285631E12,2.0429066887921897E12,3.222907318813444E12,1.7121817877880405E12,2.9327079318327783E12
647,2.5012721277166997E12,1.6142305413043015E12,2.255346300048811E12,3.2363692635646597E12,1.747883308531033E12,2.9329271625209277E12
648,2.532495799223353E12,1.4927912722289932E12,2.2805560130149717E12,3.2498312083158755E12,1.7842003727351113E12,2.94007412931604E12
649,2.2893920119715054E12,1.5041088852352166E12,2.2962859103938813E12,3.2987616519632607E12,1.8103748334227354E12,2.943642194098248E12
650,2.3132686216416367E12,1.538061724253887E12,2.313773317418054E12,3.1891419071486104E12,1.8466918976268137E12,2.948073313511218E12
651,1.9076575791947876E12,1.4772190960543108E12,2.344559789537154E12,3.202603851899826E12,1.7374269917448354E12,2.9996851163806543E12
652,1.9078018443497405E12,1.4870912693210334E12,2.3697695025033145E12,3.216065796651042E12,1.7737440559489138E12,3.0114005364604854E12
653,1.9361498408976433E12,1.4984088823272568E12,2.2649597505052134E12,3.229527741402258E12,1.8100611201529922E12,3.0185475032555977E12
654,1.9807550859071482E12,1.5323617213459272E12,2.280689647884123E12,3.2722584212346724E12,1.5724969970333489E12,3.037614083002967E12
655,2.0119787574138015E12,1.424466247363775E12,2.298177054908296E12,3.1891419071486104E12,1.6088140612374272E12,3.044761049798079E12
656,1.7556886911724302E12,1.4357838603699983E12,2.3156644619324688E12,3.202603851899826E12,1.553697019983697E12,3.044837467352234E12
657,1.7897981335583323E12,1.4697366993886687E12,2.3890144191727505E12,3.216065796651042E12,1.5900140841877754E12,3.044931736548138E12
658,1.8136747432284636E12,1.3500931801178086E12,2.414224132138911E12,3.229527741402258E12,1.625245760938056E12,3.0449953134477017E12
659,1.6743581261102312E12,1.361410793124032E12,2.3984942347600015E12,3.2722584212346724E12,1.5943305230643342E12,3.045010659595872E12
660,1.6952022412189834E12,1.3953636321427024E12,2.414224132138911E12,2.982303650086345E12,1.6295621998146147E12,3.0451014837381055E12
661,1.728000215490678E12,1.3215668713572754E12,2.431711539163084E12,2.995765594837561E12,1.6647938765648953E12,3.045308186958361E12
662,1.7509587974808643E12,1.331439044623998E12,2.4569212521292446E12,3.009227539588777E12,1.6327181665047876E12,3.0883514987882134E12
663,1.6962296384105732E12,1.3427566576302214E12,2.3967367251147383E12,3.0226894843399927E12,1.667949843255068E12,3.0954984655833257E12
664,1.5909722898814104E12,1.3767094966488918E12,2.412466622493648E12,3.065420164172407E12,1.5429242210784297E12,3.0990665303655337E12
665,1.5911165550363633E12,1.1533671057173013E12,2.429954029517821E12,3.078882108923623E12,1.5781558978287102E12,3.1034976497785034E12
666,1.6179065415495168E12,1.1646847187235247E12,2.4474414365419937E12,3.092344053674839E12,1.6063412392289346E12,3.15510945264794E12
667,1.6366595321087244E12,1.1971193343904578E12,2.4782279086610933E12,3.1058059984260547E12,1.634526580629159E12,3.124196657575792E12
668,1.4046525912183042E12,1.0408515285894199E12,2.503437621627254E12,3.1192679431772705E12,1.7190826048298323E12,3.1242909267716963E12
669,1.404796856373257E12,1.105757019001E12,2.606787885421632E12,3.2037754930244116E12,1.7875504638266064E12,3.1243357124694185E12
670,1.4271533629362075E12,1.1943982046746057E12,2.417680074586606E12,3.1206589789383496E12,1.6326520286318245E12,3.124399289368982E12
671,1.4621868852876147E12,1.1053749726059426E12,2.309254391706834E12,3.1341209236895654E12,1.7011198876285986E12,3.1246185200571313E12
672,1.4867103509335999E12,1.1152471458726653E12,2.323932825357207E12,3.1475828684407812E12,1.6201897860872454E12,3.1247093441993647E12
673,1.4489393439897844E12,1.1491999848913357E12,2.33861125900758E12,3.161044813191997E12,1.6886576450840195E12,3.1319715846524624E12
674,1.4524325481402454E12,1.0586385591836215E12,2.353289692657953E12,3.2037754930244116E12,1.627139169442793E12,3.1355971988666416E12
675,1.479222534653399E12,1.069956172189845E12,2.397168225707496E12,3.1206589789383496E12,1.653313630130417E12,3.140099787947562E12
676,1.4979755252126064E12,1.1039090112085154E12,2.4207414166259404E12,3.1341209236895654E12,1.7388984538763848E12,3.1925440392503765E12
677,1.3976215910961062E12,1.0586385591836215E12,2.3142412410853843E12,3.1475828684407812E12,1.6756913970698523E12,3.143556336423677E12
678,1.397765856251059E12,1.069956172189845E12,2.3435981083861304E12,3.161044813191997E12,1.5634901917270845E12,3.1436327539778315E12
679,1.4201223628140095E12,1.1039090112085154E12,2.3874766414356733E12,3.239358185573094E12,1.617465642256666E12,3.1436775396755537E12
680,1.4551558851654167E12,1.0488127929132887E12,2.416205194295475E12,3.25282013032431E12,1.566696783417606E12,3.143692885823724E12
681,1.4796793508114019E12,1.0586849661800112E12,2.4397783852139194E12,3.266282075075526E12,1.6206722339471875E12,3.1438995890439795E12
682,1.4463377183281963E12,1.0700025791862347E12,2.3250222212366216E12,3.2797440198267417E12,1.5084710286044197E12,3.151161829497077E12
683,1.4498309224786572E12,1.1039554182049053E12,2.2947438395380117E12,3.2932059645779575E12,1.5624464791340012E12,3.1547874437112563E12
684,1.4766209089918108E12,1.0586385591836215E12,2.318317030456456E12,3.3502914821665737E12,1.4367878739305686E12,3.159290032792177E12
685,1.4953738995510183E12,1.069956172189845E12,2.2410169543150693E12,3.225398098065785E12,1.5042571870925457E12,3.3530549929947563E12
686,1.4115562967541282E12,1.1039090112085154E12,2.284109783604772E12,3.238860042817001E12,1.4594240485263464E12,3.2624455539427275E12
687,1.411700561909081E12,1.0586385591836215E12,2.3076829745232163E12,3.252321987568217E12,1.4044483064436929E12,3.2625219714968823E12
688,1.4340570684720315E12,1.069956172189845E12,2.224218607609785E12,3.2657839323194326E12,1.3857896285651177E12,3.2626162406927866E12
689,1.4690905908234387E12,1.2044925725085254E12,2.0987782871942773E12,3.308514612151847E12,1.3329846613900598E12,3.26267981759235E12
690,1.4936140564694238E12,1.0204752551936436E12,2.1223514781127214E12,3.2396008969016133E12,1.2350819573865642E12,3.2626951637405205E12
691,1.4389769434088984E12,1.0301253249929116E12,2.0267782911873208E12,3.253062841652829E12,1.228957374532602E12,3.26291439442867E12
692,1.465766929922052E12,1.1021983965922046E12,2.050351482105765E12,3.266524786404045E12,1.2522430496496567E12,3.2630052185709033E12
693,1.4845199204812595E12,1.1354064539903806E12,1.963396737196389E12,3.2799867311552607E12,1.2755287247667114E12,3.2632119217911587E12
694,1.4007023176843694E12,1.0911531952443751E12,2.0257590259702417E12,3.328917174802646E12,1.3453857501178752E12,3.311553434143362E12
695,1.4008465828393223E12,1.1036415557277886E12,1.8080351184398735E12,3.2524581801316143E12,1.4002607914896165E12,3.315179048357541E12
696,1.4232030894022727E12,1.1411066371780286E12,1.876482003672115E12,3.26592012488283E12,1.200920438669043E12,3.3196816374384614E12
697,1.45823661175368E12,1.0981115215397571E12,1.776970022782628E12,3.279382069634046E12,1.153430665363309E12,3.408788259821434E12
698,1.482760077399665E12,1.112039954851556E12,1.534252029827396E12,3.2928440143852617E12,1.2083057067350503E12,3.141061908571912E12
699,1.4494184449164595E12,1.0569436831935414E12,1.563608897128142E12,3.3063059591364775E12,1.1477600460897446E12,3.1529662870401274E12
700,1.4529116490669204E12,1.0720646158432556E12,1.6067017264178447E12,3.3197679038876934E12,1.168738131780785E12,3.160228527493225E12
701,1.5720414100333762E12,1.0842121254966006E12,1.6751486116500862E12,3.333229848638909E12,1.2373319334954614E12,3.1796026327203906E12
702,1.6554322427098953E12,1.1006682276902266E12,1.6987218025685303E12,3.346691793390125E12,1.1975646551828044E12,3.1868648731734883E12
703,1.5716146399130051E12,1.113888355369142E12,1.6330815039986309E12,3.360153738141341E12,1.0968988905954945E12,3.186941290727643E12
704,1.575107844063466E12,1.130344457562768E12,1.5119657580355657E12,3.4028844179737554E12,1.1517739319672358E12,3.1870355599235474E12
705,1.575252109218419E12,1.1435645852416836E12,1.5355389489540098E12,3.3226543781203745E12,1.103123686475116E12,3.187099136823111E12
706,1.6020420957315725E12,1.1600206874353096E12,1.5052605672553992E12,3.3361163228715903E12,1.1579987278468572E12,3.1871144829712812E12
707,1.62079508629078E12,1.173240815114225E12,1.5483533965451016E12,3.349578267622806E12,1.104367180361391E12,3.1873337136594307E12
708,1.5874534538075745E12,1.189696917307851E12,1.5719265874635457E12,3.363040212374022E12,1.1592422217331323E12,3.187424537801664E12
709,1.6228512558655793E12,1.2029170449867666E12,1.4730689844905635E12,3.4057708922064365E12,1.0925547869080944E12,3.1876312410219194E12
710,1.6578847782169866E12,1.2193731471803926E12,1.345150368513487E12,3.23880709161256E12,1.161148588622771E12,3.194893481475017E12
711,1.6824082438629717E12,1.232593274859308E12,1.3687235594319312E12,3.252269036363776E12,1.1414139968180059E12,3.1985190956891963E12
712,1.5772951604887617E12,1.249049377052934E12,1.2856509301521548E12,3.2657309811149917E12,1.1210273987804243E12,3.2030216847701167E12
713,1.5774394256437146E12,1.2622695047318496E12,1.3945373835158687E12,3.2791929258662075E12,1.121926989622584E12,3.255465936072931E12
714,1.6042294121568682E12,1.2787256069254756E12,1.3071855663990364E12,3.321923605698622E12,1.1237261713069033E12,3.2144631704918584E12
715,1.6229824027160757E12,1.291945734604391E12,1.4818514779633752E12,3.3422270726122397E12,1.0778027912329126E12,3.2145574396877627E12
716,1.58964077023287E12,1.308401836798017E12,1.5502983631956167E12,3.3556890173634556E12,1.1475210815002888E12,3.214602225385485E12
717,1.6119972767958206E12,1.3216219644769326E12,1.506419830146074E12,3.3691509621146714E12,1.109420712219384E12,3.2146658022850483E12
718,1.6470307991472278E12,1.3380780666705586E12,1.4252321441891306E12,3.382612906865887E12,1.1330881197154067E12,3.2148850329731978E12
719,1.671554264793213E12,1.351298194349474E12,1.468324973478833E12,3.396074851617103E12,1.1567555272114294E12,3.214975857115431E12
720,1.5875923968413699E12,1.3677542965431E12,1.491898164397277E12,3.4402362461760493E12,1.2277577496994976E12,3.2633173694676343E12
721,1.5910856009918308E12,1.3809744242220156E12,1.491898164397277E12,3.2497080534420864E12,1.2835323819133984E12,3.270579609920732E12
722,1.5912298661467837E12,1.3974305264156416E12,1.4480196313477344E12,3.2631699981933022E12,1.1044438597952212E12,3.274205224134911E12
723,1.6180198526599373E12,1.4106506540945571E12,1.4252321441891304E12,3.276631942944518E12,1.160218492009122E12,3.2787078132158315E12
724,1.6367728432191448E12,1.451790909578622E12,1.468324973478833E12,3.290093887695734E12,1.1266654393725364E12,3.331152064518646E12
725,1.603575475890892E12,1.4650110372575376E12,1.491898164397277E12,3.3328245675281484E12,1.1824400715864373E12,3.1553042096426343E12
726,1.6259319824538425E12,1.5061512927416025E12,1.454104227806123E12,3.3462865122793643E12,1.1146390149792466E12,3.1553489953403564E12
727,1.6609655048052498E12,1.519371420420518E12,1.5164665165799758E12,3.35974845703058E12,1.1843573052466228E12,3.155555698560612E12
728,1.6854889704512349E12,1.560511675904583E12,1.4480196313477344E12,3.373210401781796E12,1.108185208224593E12,3.1628179390137095E12
729,1.580231621922072E12,1.5737318035834985E12,1.471956493832338E12,3.3866723465330117E12,1.163959840438494E12,3.1664435532278887E12
730,1.580375887077025E12,1.6148720590675635E12,1.4929603162730442E12,3.430833741091958E12,1.1304067878019082E12,3.170946142308809E12
731,1.6071658735901785E12,1.628092186746479E12,1.5367391186491794E12,3.3731940069266406E12,1.186181420015809E12,3.2233903936116235E12
732,1.625918864149386E12,1.669232442230544E12,1.560675981133783E12,3.3866559516778564E12,1.131650281688183E12,3.2234668111657783E12
733,1.899323475117556E12,1.6824525699094595E12,1.3969046887022563E12,3.4001178964290723E12,1.187424913902084E12,3.2235610803616826E12
734,1.859264555163863E12,1.7279198499866355E12,1.4134829168110312E12,3.413579841180288E12,1.1197537293990159E12,3.223624657261246E12
735,1.8942980775152703E12,1.6859509453775447E12,1.4300611449198062E12,3.427041785931504E12,1.1905965082190918E12,3.2238438879493955E12
736,1.9188215431612554E12,1.70110670540327E12,1.49959760170939E12,3.4697724657639185E12,1.1714176042123708E12,3.223934712091629E12
737,1.8455698107861304E12,1.746573985480446E12,1.425150914931734E12,3.335367013904784E12,1.1515758272022864E12,3.2241414153118843E12
738,1.8457140759410833E12,1.704651487867745E12,1.4490877774163374E12,3.348828958656E12,1.1533750088866057E12,3.231403655764982E12
739,1.8725040624542368E12,1.7198072478934705E12,1.3831202375177986E12,3.362290903407216E12,1.155174190570925E12,3.235029269979161E12
740,1.8912570530134443E12,1.7652745279706465E12,1.4129444220312275E12,3.3757528481584316E12,1.1084810917588972E12,3.2395318590600815E12
741,1.8914933641781628E12,1.71017830967542E12,1.4295226501400024E12,3.424683291805817E12,1.1793238705789731E12,3.291976110362896E12
742,1.8916376293331157E12,1.7233984373543354E12,1.4461008782487773E12,3.207681899514662E12,1.1802234614211328E12,3.1288922923057896E12
743,1.9139941358960662E12,1.7385541973800608E12,1.4898796806249126E12,3.221029386545764E12,1.1241189924774368E12,3.129111522993939E12
744,1.9490276582474734E12,1.7840214774572368E12,1.513816543109516E12,3.234376873576866E12,1.1481681323524277E12,3.177453035346142E12
745,1.9735511238934585E12,1.7387046184359531E12,1.506821580299847E12,3.2477243606079683E12,1.1722172722274187E12,3.1847152757992397E12
746,1.9511606640288372E12,1.7500222314421765E12,1.5307584427844504E12,3.2610718476390703E12,1.1962664121024097E12,3.188340890013419E12
747,1.9699136545880447E12,1.783975070460847E12,1.507883732175614E12,3.290057559516112E12,1.2684138317273823E12,3.1928434790943394E12
748,1.8665604142954292E12,1.7402228417876904E12,1.524461960284389E12,2.8323077297184385E12,1.3250880547834429E12,3.386608439296919E12
749,1.866704679450382E12,1.7515404547939138E12,1.5410401883931638E12,2.8435713675747583E12,1.1489748693726768E12,2.3349850742121753E12
750,1.8890611860133325E12,1.8067194780790862E12,1.5649770508777673E12,2.854835005431078E12,1.2056490924287373E12,2.342247314665273E12
751,1.9240947083647397E12,1.6551228103228208E12,1.429575996333126E12,2.866098643287398E12,1.1366121495062246E12,2.3616214198924385E12
752,1.9486181740107249E12,1.7244256983570864E12,1.4733547987092612E12,2.877362281143718E12,1.2063963093959346E12,2.368883660345536E12
753,1.9015832945732756E12,1.8190723935289087E12,1.5179318120684116E12,2.919256801083455E12,1.1509805861569443E12,2.368960077899691E12
754,1.9203362851324832E12,1.7752474112901304E12,1.5345100401771865E12,2.828454344894104E12,1.207694062130804E12,2.369054347095595E12
755,1.8169830448398677E12,1.785119584556853E12,1.55844690266179E12,2.8500231024699556E12,1.151604599117903E12,2.3691179239951587E12
756,1.8171273099948206E12,1.8190724235755234E12,1.2834741676438406E12,2.9147293751975107E12,1.2083180750917627E12,2.369208748137392E12
757,1.839483816557771E12,1.7738019715506296E12,1.3000523957526155E12,2.9437150870745522E12,1.1529023518527725E12,2.3694154513576475E12
758,1.8745173389091782E12,1.785119584556853E12,1.3166306238613904E12,2.831518223208754E12,1.209615827826632E12,2.3730410655718267E12
759,1.8990408045551633E12,1.8190724235755234E12,1.331542716118105E12,2.8427818610650737E12,1.1892326828514353E12,2.377543654652747E12
760,1.8502964109471355E12,1.7738019715506296E12,1.3464548083748196E12,2.8540454989213936E12,1.1203236713261692E12,2.4666502770357197E12
761,1.867852741586938E12,1.785119584556853E12,1.3613669006315342E12,2.8653091367777134E12,1.1912155162934937E12,1.795896977173027E12
762,1.764263190129604E12,1.8190724235755234E12,1.3762789928882488E12,2.876572774634033E12,1.168904270887564E12,1.7959912463689314E12
763,1.764407455284557E12,1.763929798283907E12,1.4002158553728523E12,2.8932643835942217E12,1.168943523805363E12,1.7960360320666533E12
764,1.785251570393309E12,1.7738019715506296E12,1.393220892563183E12,2.8131931917774663E12,1.168982776723162E12,1.7960808177643752E12
765,1.8180495446650037E12,1.785119584556853E12,1.4081329848198977E12,2.8298772666182617E12,1.1204961630908918E12,1.7961443946639385E12
766,1.84100812665519E12,1.8190724235755234E12,1.4230450770766123E12,2.8411409044745815E12,1.1913880080582163E12,1.796363625352088E12
767,1.8170524177749429E12,1.7738019715506296E12,1.437957169333327E12,2.8524045423309014E12,1.1914272609760154E12,1.7964544494943213E12
768,1.8346087484147454E12,1.785119584556853E12,1.4528692615900415E12,2.863668180187221E12,1.1691160155700857E12,1.7966611527145764E12
769,1.7310191969574114E12,1.8190724235755234E12,1.4966480639661768E12,2.874931818043541E12,1.1368836170418577E12,1.8457699906596716E12
770,1.7311634621123643E12,1.6732184102506196E12,1.5205849264507803E12,2.8916234270037295E12,1.1613254415696902E12,1.8531475047707551E12
771,1.7520075772211165E12,1.684536023256843E12,1.4691390523010378E12,2.920609138880771E12,1.1857672660975227E12,1.8568306684169055E12
772,1.784805551492811E12,1.7184888622755134E12,1.4857172804098127E12,2.8084122750149727E12,1.2590927396810203E12,1.8614047271657773E12
773,1.8077641334829973E12,1.7185352692719033E12,1.5022955085185876E12,2.8196759128712925E12,1.3166923637169714E12,1.9146814269019697E12
774,1.6020421233043557E12,1.728407442538626E12,1.5172076007753022E12,2.8309395507276123E12,1.1023729504527312E12,1.779819255817058E12
775,1.6195984539441582E12,1.7397250555448494E12,1.5321196930320168E12,2.842203188583932E12,1.1743724804976702E12,1.7799135250129624E12
776,1.548886215824345E12,1.7736778945635198E12,1.5470317852887314E12,2.853466826440252E12,1.1536319896982896E12,1.7799771019125256E12
777,1.5490304809792979E12,1.6685726423168037E12,1.561943877545446E12,2.891578545482496E12,1.1333877758179868E12,1.780196332600675E12
778,1.56987459608805E12,1.679890255323027E12,1.5858807400300496E12,2.8053277215447754E12,1.1125930261700122E12,1.7802871567429084E12
779,1.6026725703597446E12,1.7138430943416975E12,1.6318440059011892E12,2.816591359401095E12,1.0917982765220375E12,1.7804938599631636E12
780,1.625631152349931E12,1.6628724591291558E12,1.701380462690773E12,2.827854997257415E12,1.0217194436591487E12,1.787871374074247E12
781,1.6507116246925059E12,1.6741900721353792E12,1.7223842851314792E12,2.839118635113735E12,1.0937189737040876E12,1.7915545377203975E12
782,1.6682679553323083E12,1.7479219585873398E12,1.7522084696449082E12,2.8503822729700547E12,1.0946051217661792E12,1.7961285964692693E12
783,1.502600927157098E12,1.7818747976060103E12,1.768786697753683E12,2.879367984847096E12,1.0731252914110154E12,1.908462966038809E12
784,1.5027451923120508E12,1.7558452616372563E12,1.785364925862458E12,2.6981482033973525E12,1.0740114394731069E12,1.908507751736531E12
785,1.523589307420803E12,1.765717434903979E12,1.801943153971233E12,2.7094118412536724E12,1.07578373559729E12,1.9087269824246804E12
786,1.5563872816924976E12,1.7770350479102024E12,1.842205803064362E12,2.720675479109992E12,1.0275137318417142E12,1.9088178065669138E12
787,1.5793458636826838E12,1.8109878869288728E12,1.8824684521574912E12,2.731939116966312E12,1.1006209469642676E12,1.957926644512009E12
788,1.6044263360252588E12,1.1498375397688994E12,1.9227311012506204E12,2.743202754822632E12,1.0800272646711953E12,1.9653041586230925E12
789,1.6219826666650613E12,1.1611551527751228E12,1.9629937503437495E12,2.764827766619968E12,1.0817995607953784E12,2.018580858359285E12
790,1.4445682492571245E12,1.1951079917937932E12,2.0032563994368787E12,2.576831311228894E12,1.0335295570398026E12,1.9869845304226777E12
791,1.4447125144120774E12,1.131136997278699E12,2.0271932619214822E12,2.5881915373273467E12,1.064551872786667E12,1.9990778672792773E12
792,1.4655566295208296E12,1.1424546102849224E12,1.961225722022943E12,2.5995517634257993E12,1.0893697253841584E12,2.0064553813903608E12
793,1.4983546037925242E12,1.1764074493035928E12,1.977803950131718E12,2.610911989524252E12,1.11418757798165E12,2.0261370120973228E12
794,1.5213131857827104E12,1.1124364547884985E12,2.0180665992248472E12,2.6503043349947593E12,1.1886411357741243E12,2.0335145262084062E12
795,1.524570078768453E12,1.123754067794722E12,2.0583292483179763E12,2.9958573009266343E12,1.247126907872167E12,2.0335909437625613E12
796,1.5496505511110278E12,1.1577069068133923E12,2.1021080506941116E12,3.038587980759049E12,1.1013621087672634E12,2.0336852129584656E12
797,1.5672068817508303E12,1.0838637390315752E12,2.126044913178715E12,3.040780839416123E12,1.0795328099993301E12,2.0337487898580288E12
798,1.1380639102717148E12,1.0937359122982977E12,2.0118139672813958E12,3.054242784167339E12,1.026811839705707E12,2.033955493078284E12
799,1.158908025380467E12,1.1050535253045212E12,2.0283921953901707E12,3.0677047289185547E12,9.782320778301252E11,2.0413330071893674E12
800,1.1917059996521616E12,1.1390063643231917E12,2.0917471980891086E12,3.0811666736697705E12,1.0563299250529744E12,2.0450161708355178E12
801,1.214664581642348E12,1.0937359122982977E12,2.0685088159141128E12,3.0946286184209863E12,1.0621552193677007E12,2.0495902295843896E12
802,1.2179214746280903E12,1.1050535253045212E12,2.0850870440228877E12,3.1729419908020835E12,1.0452650668524021E12,2.102866929320582E12
803,1.3289922469543018E12,1.1390063643231917E12,2.1016652721316626E12,3.1864039355532993E12,1.0510903611671284E12,2.0359392282708892E12
804,1.40674178758265E12,1.0725097280317958E12,2.2122850342085845E12,3.199865880304515E12,1.0569156554818547E12,2.035984013968611E12
805,1.275792111799485E12,1.0838273410380193E12,2.1165705840974702E12,3.213327825055731E12,1.0084725581844603E12,2.0360475908681743E12
806,1.30087258414206E12,1.1177801800566897E12,2.170275856390588E12,3.226789769806947E12,1.0877537061228071E12,2.0362668215563237E12
807,1.3184289147818625E12,9.44974690043319E11,2.1868540844993628E12,3.275720213454332E12,1.0926928523754419E12,2.0363576456985571E12
808,1.2361348439018484E12,9.548468633100415E11,2.388248855598554E12,3.1813346132741284E12,1.0745670833852822E12,2.0437351598096406E12
809,1.2362791090568013E12,9.66164476316265E11,2.633852234987812E12,3.1835274719312026E12,1.079506229637917E12,2.047418323455791E12
810,1.2692822913123254E12,1.0668598380739414E12,2.503160536730303E12,3.185720330588277E12,1.030176984278431E12,2.0519923822046628E12
811,1.30208026558402E12,1.0328606221054958E12,2.519738764839078E12,3.1991822753394927E12,1.0638191466832538E12,2.2488329766961724E12
812,1.3250388475742063E12,1.1065925085574565E12,2.5436756273236816E12,3.2126442200907085E12,1.090732876607112E12,2.1294578374523137E12
813,1.197201799621831E12,1.140545347576127E12,2.6486710720125894E12,3.2261061648419243E12,1.1176466065309702E12,2.1295342550064688E12
814,1.197346064776784E12,1.095274895551233E12,2.651934783795346E12,3.23956810959314E12,1.198387796302545E12,2.1295790407041907E12
815,1.2265752153889448E12,1.1065925085574565E12,2.6758716462799497E12,3.2822987894255547E12,1.2618127146532224E12,2.12979827139234E12
816,1.2470356208174575E12,1.140545347576127E12,2.524535189813685E12,3.2957607341767705E12,1.1031968099532515E12,2.1298890955345735E12
817,1.2762647714296184E12,1.0854491292809003E12,2.513844283733736E12,3.3092226789279863E12,1.1090825967782844E12,2.1300957987548286E12
818,1.296725176858131E12,1.0953213025476228E12,2.5833807405233193E12,3.322684623679202E12,1.1149683836033174E12,2.133778962400979E12
819,1.280411350397931E12,1.1066389155538462E12,2.526287421821166E12,3.336146568430418E12,1.1242615749200615E12,2.1383530211498508E12
820,1.3008717558264436E12,1.2411753158725266E12,2.5502242843057695E12,3.393232086019034E12,1.204726023573906E12,2.2288740343642993E12
821,1.304128648812186E12,1.1404937280921719E12,2.5336460561969946E12,3.160491156986826E12,1.2066193047187024E12,1.9161053365021902E12
822,1.333357799424347E12,1.173701785490348E12,2.557582918681598E12,3.1626840156439004E12,1.1838731542585596E12,1.9521545335256167E12
823,1.3538182048528596E12,1.118605386915433E12,2.5170678280882197E12,3.1648768743009746E12,1.1848197948309578E12,1.9522309510797717E12
824,1.3830473554650205E12,1.1294947534610442E12,2.541004690572823E12,3.1783388190521904E12,1.185766435403356E12,1.952325220275676E12
825,1.4035077608935332E12,1.1419831139444575E12,2.4492224462742456E12,3.1918007638034062E12,1.1316347083694226E12,1.952370005973398E12
826,1.432736911505694E12,1.1794481953946975E12,2.473159308758849E12,3.205262708554622E12,1.212099157023267E12,1.9524335828729612E12
827,1.4531973169342068E12,1.1364066727600361E12,2.3737940601216284E12,3.218724653305838E12,1.2130457975956653E12,1.9526528135611106E12
828,1.4533415820891597E12,1.150335106071835E12,2.4175728624977637E12,3.2614553331382524E12,1.1889796818418376E12,1.952743637703344E12
829,1.4825707327013206E12,1.1921204060072312E12,2.441509724982367E12,3.2636481917953267E12,1.1899263224142358E12,1.952950340923599E12
830,1.5030311381298333E12,1.1501979083945303E12,2.3247680372533564E12,3.2854019063456313E12,1.1918196035590322E12,1.9603278550346826E12
831,1.5322602887419941E12,1.1653536684202556E12,2.34870489973796E12,3.298863851096847E12,1.1378245411032864E12,1.964011018680833E12
832,1.5527206941705068E12,1.2108209484974316E12,2.2335688486433965E12,3.312325795848063E12,1.1633144204234277E12,1.9685850774297048E12
833,1.4963988809169111E12,1.0951665644327699E12,1.9287598718533936E12,3.325787740599279E12,1.1910315452703862E12,2.0218617771658972E12
834,1.5168592863454238E12,1.1103223244584954E12,1.9725386742295288E12,3.3392496853504946E12,1.2187486701173447E12,1.8521264798238547E12
835,1.5460884369575847E12,1.1557896045356714E12,1.9964755367141323E12,3.3527116301017104E12,1.3019000446582202E12,1.8595039939349382E12
836,1.5665488423860974E12,1.100646979244055E12,1.816903516712639E12,3.3661735748529263E12,1.367218244153694E12,1.8791856246419001E12
837,1.5957779929982583E12,1.1138671069229705E12,1.8408403791972424E12,3.379635519604142E12,1.2009007132743767E12,1.8865631387529836E12
838,1.616238398426771E12,1.1290228669486958E12,1.788905933639905E12,3.393097464355358E12,1.202793994419173E12,1.8866395563071387E12
839,1.645467549038932E12,1.227759480110452E12,1.852260936338843E12,3.437258858914304E12,1.147852291391029E12,1.886733825503043E12
840,1.6659279544674446E12,1.273226760187628E12,1.6913787242101096E12,3.0997788107546606E12,1.2295000407603713E12,1.8867974024026062E12
841,1.6265480444708096E12,1.231304262574927E12,1.7556575044000608E12,3.101971669411735E12,1.2304466813327695E12,1.8870041056228613E12
842,1.6557771950829705E12,1.2464600226006523E12,1.7075009916694094E12,3.104164528068809E12,1.2060072408576548E12,1.8943816197339448E12
843,1.6762376005114832E12,1.2919273026778284E12,1.2576601228346294E12,3.117626472820025E12,1.206953881430053E12,1.8980647833800952E12
844,1.705466751123644E12,1.2466568506529346E12,1.2711496799429253E12,3.1310884175712407E12,1.2079005220024512E12,1.902638842128967E12
845,1.7259271565521567E12,1.257974463659158E12,1.2932766676141665E12,3.1445503623224565E12,1.1529588189743071E12,1.9559155418651594E12
846,1.7551563071643176E12,1.2919273026778284E12,1.1533148918943467E12,3.1580123070736724E12,1.2346065683436494E12,1.991964738888586E12
847,1.7756167125928303E12,1.2368310843826018E12,1.126805756320941E12,3.200742986906087E12,1.2364998494884458E12,1.9920590080844902E12
848,1.8006971849354053E12,1.2467032576493245E12,1.1489327439921821E12,3.202667677242644E12,1.2130070495857292E12,1.9921037937822122E12
849,1.8182535155752078E12,1.2580208706555479E12,1.1662024107949116E12,3.214483338452886E12,1.2149003307305256E12,1.9921673706817754E12
850,1.6988717760672444E12,1.2919737096742183E12,1.1796919679032075E12,3.2262989996631284E12,1.0966392676472244E12,1.9923866013699248E12
851,1.6990160412221973E12,1.2466568506529346E12,1.2018189555744487E12,3.2381146608733706E12,1.1873974075052146E12,1.9997641154810083E12
